Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
14.05.25,POW WOW,400,₪,400,₪,331479564,,
13.05.25,קליניקה כרמל קריית מ,20,₪,20,₪,332639648,,
13.05.25,קנווס ארט בע''מ,207,₪,207,₪,332191916,,
13.05.25,תחנת סונול אזור,69.2,₪,69.2,₪,328974792,,
12.05.25,GOOGLE ONE               ,8,₪,8,₪,328621524,"אתר חו""ל
הוראת קבע",
12.05.25,"לאן משרד כרטיסים בע""",120,₪,120,₪,325845833,,
12.05.25,"לאן משרד כרטיסים בע""",40,₪,40,₪,325845832,,
10.05.25,יקב לוטם אורגני,400,₪,400,₪,315686562,,
10.05.25,סוד הקקאו,24,₪,24,₪,314099463,,
09.05.25,קסטה  בפארק המסילה,18,₪,18,₪,311674878,,
09.05.25,ויוינו כרמיאל,424,₪,424,₪,315683976,,
09.05.25,פיצה גוספה,50,₪,50,₪,310761802,,
09.05.25,טעינות - חבר של קבע,175,₪,175,₪,308949846,,
08.05.25,"רשת כוורת בצה""ל -טלפ",31,₪,31,₪,305637542,,
08.05.25,אליאסי שיווק,164.9,₪,164.9,₪,311050694,,
07.05.25,APPLE.COM/BILL           ,9.82,₪,9.82,₪,302497607,"אתר חו""ל
הוראת קבע",
06.05.25,תחנת דלק מיקה הפלד,73.63,₪,73.63,₪,296064362,,
06.05.25,תאטרון מדיטק,40,₪,40,₪,294719401,,
05.05.25,בלינק פינטק פלטפורמה,5458.35,₪,5458.35,₪,290172095,,
04.05.25,אקדמרקט בר אילן,13,₪,13,₪,285275314,,
01.05.25,בלינק פינטק פלטפורמה,3674.4,₪,3674.4,₪,272291422,,
01.05.25,העמותה למען הכלבים ה,25,₪,25,₪,273044454,הוראת קבע,
01.05.25,"טיב טעם רשתות בע""מ ח",47.52,₪,47.52,₪,269769694,,
30.04.25,תחנת דלק מיקה הפלד,63.77,₪,63.77,₪,272710537,,
30.04.25,אינטרנט - אליאסי שיו,151.9,₪,151.9,₪,271444299,,
30.04.25,אינטרנט - אליאסי שיו,210,₪,210,₪,271860609,,
30.04.25,עראקי בשר,407.75,₪,407.75,₪,271844485,,
30.04.25,עראקי בשר,253.82,₪,253.82,₪,271844486,,
,"סה""כ לחיוב החודש בכרטיס בש""ח",,,14831.9,₪,,,
,,,,,,,,
,,,,,,,,
עסקאות בחיוב מחוץ למועד,,,,,,,,
תאריך רכישה,שם בית עסק,סכום עסקה,מטבע עסקה,סכום חיוב,מטבע חיוב,מס' שובר,פירוט נוסף,חיוב בחשבון הבנק
18.05.25,משיכת מזומנים,600,₪,600,₪,359062632,,20.05.25
09.05.25,משיכת מזומנים,200,₪,200,₪,307084042,,11.05.25
,,,,,,,,
,,,,,,,,
"עסקאות בחיוב מיידי -  עסקאות שבצעת החודש ומחוייבות לאחר ביצוען, ולא במועד החיוב החודשי.  למשל משיכת מזומן, עסקאות חו""ל במידה וכך מוגדר בכרטיס, פעולות בכרטיס כמו פירעון מוקדם וזיכויים",,,,,,,,
,,,,,,,,
"תנאים משפטיים
הנתונים במסך זה אינם סופיים ונכונים לתאריך 06/01/2026
המידע המוצג בדף זה לא כולל פעולות שבוצעו ב־48 שעות האחרונות. מסגרת אשראי - מוצגים כרטיסים פעילים בלבד.
לפני תום תוקף המסגרת נודיעך בהודעת החיוב, אם הוחלט לחדש את מסגרת הכרטיס ועל סכומה או נודיעך על אי חודש מסגרת הכרטיס.
באתר זה מוצגים פירוטי עסקאות ומועדי חיוב אך אין בכך להעיד על פירעון בפועל של ההתחייבות כלפי קבוצת ישראכרט.",,,,,,,,
